species,genomes,superkingdom,doubling_h,growth_tmp,Representative.genome
Mycoplasma capricolum,RS_GCF_000012765.1,Bacteria,3.03,37,RS_GCF_000012765.1
Mycoplasma mycoides,RS_GCF_003034315.1,Bacteria,1.7,37,GB_GCA_000011445.1
Mycoplasma mycoides,RS_GCF_006265105.1,Bacteria,1.7,37,GB_GCA_000011445.1
Mycoplasma mycoides,RS_GCF_003034305.1,Bacteria,1.7,37,GB_GCA_000011445.1
Mycoplasma mycoides,GB_GCA_016767155.1,Bacteria,1.7,37,GB_GCA_000011445.1
Mycoplasma mycoides,RS_GCF_001554115.1,Bacteria,1.7,37,GB_GCA_000011445.1
Mycoplasma mycoides,GB_GCA_000011445.1,Bacteria,1.7,37,GB_GCA_000011445.1
Mycoplasma_J mobile,RS_GCF_000008365.1,Bacteria,3.2,25,RS_GCF_000008365.1
Mycoplasmoides gallisepticum,RS_GCF_029814995.1,Bacteria,2.45,37,RS_GCF_900476085.1
Mycoplasmoides gallisepticum,RS_GCF_001676505.1,Bacteria,2.45,37,RS_GCF_900476085.1
Mycoplasmoides gallisepticum,RS_GCF_001683635.1,Bacteria,2.45,37,RS_GCF_900476085.1
Mycoplasmoides gallisepticum,RS_GCF_001676495.1,Bacteria,2.45,37,RS_GCF_900476085.1
Mycoplasmoides gallisepticum,RS_GCF_000092585.1,Bacteria,2.45,37,RS_GCF_900476085.1
Mycoplasmoides gallisepticum,RS_GCF_900476085.1,Bacteria,2.45,37,RS_GCF_900476085.1
Mycoplasmoides genitalium,RS_GCF_000292405.1,Bacteria,11.9,37,RS_GCF_000027325.1
Mycoplasmoides genitalium,RS_GCF_000292505.1,Bacteria,11.9,37,RS_GCF_000027325.1
Mycoplasmoides genitalium,RS_GCF_000167595.1,Bacteria,11.9,37,RS_GCF_000027325.1
Mycoplasmoides genitalium,RS_GCF_000292445.1,Bacteria,11.9,37,RS_GCF_000027325.1
Mycoplasmoides genitalium,RS_GCF_000292485.1,Bacteria,11.9,37,RS_GCF_000027325.1
Mycoplasmoides genitalium,RS_GCF_000027325.1,Bacteria,11.9,37,RS_GCF_000027325.1
Mycoplasmoides pneumoniae,RS_GCF_009946845.1,Bacteria,4.22,37,RS_GCF_001272835.1
Mycoplasmoides pneumoniae,RS_GCF_001272775.1,Bacteria,4.22,37,RS_GCF_001272835.1
Mycoplasmoides pneumoniae,RS_GCF_030923285.1,Bacteria,4.22,37,RS_GCF_001272835.1
Mycoplasmoides pneumoniae,RS_GCF_009810595.1,Bacteria,4.22,37,RS_GCF_001272835.1
Mycoplasmoides pneumoniae,RS_GCF_030924235.1,Bacteria,4.22,37,RS_GCF_001272835.1
Mycoplasmoides pneumoniae,RS_GCF_001272835.1,Bacteria,4.22,37,RS_GCF_001272835.1
Mycoplasmopsis_B pulmonis,RS_GCF_000195875.1,Bacteria,1,37,RS_GCF_900660575.1
Mycoplasmopsis_B pulmonis,RS_GCF_900660575.1,Bacteria,1,37,RS_GCF_900660575.1
Myxococcus xanthus,RS_GCF_900106535.1,Bacteria,4,30,RS_GCF_900106535.1
Myxococcus xanthus,RS_GCF_000340515.1,Bacteria,4,30,RS_GCF_900106535.1
Myxococcus xanthus,RS_GCF_025739275.1,Bacteria,4,30,RS_GCF_900106535.1
Myxococcus xanthus,RS_GCF_018517205.1,Bacteria,4,30,RS_GCF_900106535.1
Myxococcus xanthus,RS_GCF_000278585.1,Bacteria,4,30,RS_GCF_900106535.1
Natranaerobius thermophilus,RS_GCF_000020005.1,Bacteria,3.5,53,RS_GCF_000020005.1
Natranaerobius_A trueperi,RS_GCF_002216005.1,Bacteria,3,52,RS_GCF_002216005.1
Nautilia profundicola,RS_GCF_000021725.1,Bacteria,10.47,39.9,RS_GCF_000021725.1
Neisseria gonorrhoeae,RS_GCF_001859715.1,Bacteria,0.58,37,RS_GCF_003315235.1
Neisseria gonorrhoeae,RS_GCF_002942985.1,Bacteria,0.58,37,RS_GCF_003315235.1
Neisseria gonorrhoeae,RS_GCF_001116905.1,Bacteria,0.58,37,RS_GCF_003315235.1
Neisseria gonorrhoeae,RS_GCF_003790105.1,Bacteria,0.58,37,RS_GCF_003315235.1
Neisseria gonorrhoeae,RS_GCF_001126045.1,Bacteria,0.58,37,RS_GCF_003315235.1
Neisseria gonorrhoeae,RS_GCF_003315235.1,Bacteria,0.58,37,RS_GCF_003315235.1
Neisseria mucosa_A,RS_GCF_900654175.1,Bacteria,0.533333333333333,NA,RS_GCF_003044445.1
Neisseria mucosa_A,GB_GCA_001809595.1,Bacteria,0.533333333333333,NA,RS_GCF_003044445.1
Neisseria mucosa_A,RS_GCF_900454435.1,Bacteria,0.533333333333333,NA,RS_GCF_003044445.1
Neisseria mucosa_A,RS_GCF_963394835.1,Bacteria,0.533333333333333,NA,RS_GCF_003044445.1
Neisseria mucosa_A,RS_GCF_003044395.1,Bacteria,0.533333333333333,NA,RS_GCF_003044445.1
Neisseria mucosa_A,RS_GCF_003044445.1,Bacteria,0.533333333333333,NA,RS_GCF_003044445.1
Nisaea denitrificans,RS_GCF_000426505.1,Bacteria,2.65,30,RS_GCF_000426505.1
Nitratifractor salsuginis,RS_GCF_000186245.1,Bacteria,1.84,36.8,RS_GCF_000186245.1
Nitratiruptor tergarcus,RS_GCF_016593175.1,Bacteria,1.44,55.1,RS_GCF_027946175.1
Nitratiruptor tergarcus,RS_GCF_016593215.1,Bacteria,1.44,55.1,RS_GCF_027946175.1
Nitratiruptor tergarcus,RS_GCF_027946175.1,Bacteria,1.44,55.1,RS_GCF_027946175.1
Nitratiruptor tergarcus,RS_GCF_900176045.1,Bacteria,1.44,55.1,RS_GCF_027946175.1
Nitrobacter winogradskyi,RS_GCF_000012725.1,Bacteria,16.08,28,RS_GCF_000012725.1
Nitrosomonas europaea,GB_GCA_949281385.1,Bacteria,5.5,25,RS_GCF_900167395.1
Nitrosomonas europaea,RS_GCF_937872045.1,Bacteria,5.5,25,RS_GCF_900167395.1
Nitrosomonas europaea,RS_GCF_021463265.1,Bacteria,5.5,25,RS_GCF_900167395.1
Nitrosomonas europaea,GB_GCA_030263335.1,Bacteria,5.5,25,RS_GCF_900167395.1
Nitrosomonas europaea,RS_GCF_001567435.1,Bacteria,5.5,25,RS_GCF_900167395.1
Nitrosomonas europaea,RS_GCF_900167395.1,Bacteria,5.5,25,RS_GCF_900167395.1
Oceanotoga teriensis,RS_GCF_003148465.1,Bacteria,4.6,56.5,RS_GCF_003148465.1
Oceanotoga teriensis,RS_GCF_025837015.1,Bacteria,4.6,56.5,RS_GCF_003148465.1
Oceanotoga teriensis,RS_GCF_030445905.1,Bacteria,4.6,56.5,RS_GCF_003148465.1
Oceanotoga teriensis,RS_GCF_030587775.1,Bacteria,4.6,56.5,RS_GCF_003148465.1
Oenococcus oeni,RS_GCF_001869285.1,Bacteria,10.5,25,RS_GCF_000372485.1
Oenococcus oeni,RS_GCF_002462395.1,Bacteria,10.5,25,RS_GCF_000372485.1
Oenococcus oeni,RS_GCF_001869685.1,Bacteria,10.5,25,RS_GCF_000372485.1
Oenococcus oeni,GB_GCA_020424345.1,Bacteria,10.5,25,RS_GCF_000372485.1
Oenococcus oeni,RS_GCF_001870015.1,Bacteria,10.5,25,RS_GCF_000372485.1
Oenococcus oeni,RS_GCF_000372485.1,Bacteria,10.5,25,RS_GCF_000372485.1
Orenia marismortui,RS_GCF_000379025.1,Bacteria,0.44,41.6,RS_GCF_000379025.1
Orenia marismortui,RS_GCF_004365685.1,Bacteria,0.44,41.6,RS_GCF_000379025.1
Paenibacillus terrae_B,RS_GCF_000235585.1,Bacteria,2.7,35,RS_GCF_000235585.1
Paracoccus denitrificans_A,GB_GCA_003240635.1,Bacteria,2.1,30,GB_GCA_003240735.1
Paracoccus denitrificans_A,GB_GCA_003240735.1,Bacteria,2.1,30,GB_GCA_003240735.1
Pasteurella multocida,RS_GCF_029762475.1,Bacteria,1,37,RS_GCF_900187275.1
Pasteurella multocida,RS_GCF_004287035.1,Bacteria,1,37,RS_GCF_900187275.1
Pasteurella multocida,GB_GCA_003476345.1,Bacteria,1,37,RS_GCF_900187275.1
Pasteurella multocida,RS_GCF_009739575.1,Bacteria,1,37,RS_GCF_900187275.1
Pasteurella multocida,RS_GCF_900454565.1,Bacteria,1,37,RS_GCF_900187275.1
Pasteurella multocida,RS_GCF_900187275.1,Bacteria,1,37,RS_GCF_900187275.1
Pectobacterium atrosepticum,RS_GCF_018634035.1,Bacteria,2.31,28,GB_GCA_019056595.1
Pectobacterium atrosepticum,RS_GCF_023507805.1,Bacteria,2.31,28,GB_GCA_019056595.1
Pectobacterium atrosepticum,RS_GCF_016742905.1,Bacteria,2.31,28,GB_GCA_019056595.1
Pectobacterium atrosepticum,RS_GCF_000011605.1,Bacteria,2.31,28,GB_GCA_019056595.1
Pectobacterium atrosepticum,RS_GCF_002804265.1,Bacteria,2.31,28,GB_GCA_019056595.1
Pectobacterium atrosepticum,GB_GCA_019056595.1,Bacteria,2.31,28,GB_GCA_019056595.1
Pectobacterium carotovorum,RS_GCF_024342945.1,Bacteria,0.7,NA,RS_GCF_900129615.1
Pectobacterium carotovorum,RS_GCF_013449415.1,Bacteria,0.7,NA,RS_GCF_900129615.1
Pectobacterium carotovorum,RS_GCF_013449395.1,Bacteria,0.7,NA,RS_GCF_900129615.1
Pectobacterium carotovorum,RS_GCF_000808215.1,Bacteria,0.7,NA,RS_GCF_900129615.1
Pectobacterium carotovorum,RS_GCF_030236355.1,Bacteria,0.7,NA,RS_GCF_900129615.1
Pectobacterium carotovorum,RS_GCF_900129615.1,Bacteria,0.7,NA,RS_GCF_900129615.1
Pelagibacter_A ubique_B,GB_GCA_000419545.1,Bacteria,28.7,15,GB_GCA_000419545.1
Pelotomaculum thermopropionicum,GB_GCA_000010565.1,Bacteria,10.05,55,GB_GCA_000010565.1
Pelotomaculum thermopropionicum,GB_GCA_013178385.1,Bacteria,10.05,55,GB_GCA_000010565.1
Persephonella marina,GB_GCA_027067365.1,Bacteria,3.35,73.2,RS_GCF_000021565.1
Persephonella marina,RS_GCF_000021565.1,Bacteria,3.35,73.2,RS_GCF_000021565.1
Persephonella marina,RS_GCF_003518825.1,Bacteria,3.35,73.2,RS_GCF_000021565.1
Petrotoga miotherma,GB_GCA_030445825.1,Bacteria,16.57,55,RS_GCF_002895605.1
Petrotoga miotherma,RS_GCF_002895605.1,Bacteria,16.57,55,RS_GCF_002895605.1
Petrotoga olearia,GB_GCA_001508055.1,Bacteria,1.33,54.9,RS_GCF_002895525.1
Petrotoga olearia,RS_GCF_002895525.1,Bacteria,1.33,54.9,RS_GCF_002895525.1
Petrotoga olearia,RS_GCF_003688505.1,Bacteria,1.33,54.9,RS_GCF_002895525.1
Phenylobacterium immobile,RS_GCF_001375595.1,Bacteria,7.5,29,RS_GCF_001375595.1
Photobacterium frigidiphilum,GB_GCA_030599285.1,Bacteria,1.65,13.8,RS_GCF_003025615.1
Photobacterium frigidiphilum,RS_GCF_003025615.1,Bacteria,1.65,13.8,RS_GCF_003025615.1
Photorhabdus laumondii,RS_GCF_010119735.1,Bacteria,0.73,28,RS_GCF_003343245.1
Photorhabdus laumondii,RS_GCF_010119835.1,Bacteria,0.73,28,RS_GCF_003343245.1
Photorhabdus laumondii,RS_GCF_010119695.1,Bacteria,0.73,28,RS_GCF_003343245.1
Photorhabdus laumondii,RS_GCF_001473245.1,Bacteria,0.73,28,RS_GCF_003343245.1
Photorhabdus laumondii,RS_GCF_003287665.1,Bacteria,0.73,28,RS_GCF_003343245.1
Photorhabdus laumondii,RS_GCF_003343245.1,Bacteria,0.73,28,RS_GCF_003343245.1
Plesiomonas shigelloides,RS_GCF_021368255.1,Bacteria,8.23,33.6,RS_GCF_900087055.1
Plesiomonas shigelloides,RS_GCF_009183485.1,Bacteria,8.23,33.6,RS_GCF_900087055.1
Plesiomonas shigelloides,RS_GCF_009183405.1,Bacteria,8.23,33.6,RS_GCF_900087055.1
Plesiomonas shigelloides,GB_GCA_030528265.1,Bacteria,8.23,33.6,RS_GCF_900087055.1
Plesiomonas shigelloides,RS_GCF_900454915.1,Bacteria,8.23,33.6,RS_GCF_900087055.1
Plesiomonas shigelloides,RS_GCF_900087055.1,Bacteria,8.23,33.6,RS_GCF_900087055.1
Porphyromonas gingivalis,RS_GCF_002206105.1,Bacteria,2.56,37,RS_GCF_000010505.1
Porphyromonas gingivalis,RS_GCF_023822445.1,Bacteria,2.56,37,RS_GCF_000010505.1
Porphyromonas gingivalis,RS_GCF_002754055.1,Bacteria,2.56,37,RS_GCF_000010505.1
Porphyromonas gingivalis,RS_GCF_000467795.1,Bacteria,2.56,37,RS_GCF_000010505.1
Porphyromonas gingivalis,RS_GCF_021406625.1,Bacteria,2.56,37,RS_GCF_000010505.1
Porphyromonas gingivalis,RS_GCF_000010505.1,Bacteria,2.56,37,RS_GCF_000010505.1
Poseidonibacter sp002685075,GB_GCA_002685075.1,Bacteria,4.46,10.4,GB_GCA_002685075.1
Poseidonibacter sp002685075,GB_GCA_913048565.1,Bacteria,4.46,10.4,GB_GCA_002685075.1
Prochlorococcus_C marinus_B,RS_GCF_001632075.1,Bacteria,16.8,NA,RS_GCF_000011485.1
Prochlorococcus_C marinus_B,RS_GCF_012933595.1,Bacteria,16.8,NA,RS_GCF_000011485.1
Prochlorococcus_C marinus_B,RS_GCF_001632065.1,Bacteria,16.8,NA,RS_GCF_000011485.1
Prochlorococcus_C marinus_B,GB_GCA_003214755.1,Bacteria,16.8,NA,RS_GCF_000011485.1
Prochlorococcus_C marinus_B,RS_GCF_001631985.1,Bacteria,16.8,NA,RS_GCF_000011485.1
Prochlorococcus_C marinus_B,RS_GCF_000011485.1,Bacteria,16.8,NA,RS_GCF_000011485.1
Prochlorothrix hollandica,GB_GCA_000341585.2,Bacteria,24.02,24.6,RS_GCF_000332315.1
Prochlorothrix hollandica,RS_GCF_000332315.1,Bacteria,24.02,24.6,RS_GCF_000332315.1
Protochlamydia amoebophila,RS_GCF_000813625.1,Bacteria,48,37,RS_GCF_000011565.2
Protochlamydia amoebophila,RS_GCF_000648255.1,Bacteria,48,37,RS_GCF_000011565.2
Protochlamydia amoebophila,RS_GCF_018342485.1,Bacteria,48,37,RS_GCF_000011565.2
Protochlamydia amoebophila,RS_GCF_001950615.1,Bacteria,48,37,RS_GCF_000011565.2
Protochlamydia amoebophila,RS_GCF_000011565.2,Bacteria,48,37,RS_GCF_000011565.2
Pseudoalteromonas distincta,RS_GCF_014164415.1,Bacteria,1,15,RS_GCF_000814675.1
Pseudoalteromonas distincta,RS_GCF_014163785.1,Bacteria,1,15,RS_GCF_000814675.1
Pseudoalteromonas distincta,RS_GCF_014163745.1,Bacteria,1,15,RS_GCF_000814675.1
Pseudoalteromonas distincta,RS_GCF_000497995.1,Bacteria,1,15,RS_GCF_000814675.1
Pseudoalteromonas distincta,RS_GCF_028414575.1,Bacteria,1,15,RS_GCF_000814675.1
Pseudoalteromonas distincta,RS_GCF_000814675.1,Bacteria,1,15,RS_GCF_000814675.1
Pseudodesulfovibrio piezophilus,RS_GCF_000341895.1,Bacteria,0.4,30,RS_GCF_000341895.1
Pseudodesulfovibrio profundus,RS_GCF_900217235.1,Bacteria,6,37,RS_GCF_900217235.1
Pseudodesulfovibrio profundus,GB_GCA_002471555.1,Bacteria,6,37,RS_GCF_900217235.1
Pseudodesulfovibrio profundus,GB_GCA_937896605.1,Bacteria,6,37,RS_GCF_900217235.1
Pseudodesulfovibrio profundus,GB_GCA_002306665.1,Bacteria,6,37,RS_GCF_900217235.1
Pseudodesulfovibrio profundus,GB_GCA_002711645.1,Bacteria,6,37,RS_GCF_900217235.1
Pseudohaliea rubra,RS_GCF_000764025.1,Bacteria,2.86,30,RS_GCF_000764025.1
Pseudomonas aeruginosa,RS_GCF_002753655.1,Bacteria,0.33,NA,RS_GCF_001457615.1
Pseudomonas aeruginosa,RS_GCF_002980385.1,Bacteria,0.33,NA,RS_GCF_001457615.1
Pseudomonas aeruginosa,RS_GCF_003633405.1,Bacteria,0.33,NA,RS_GCF_001457615.1
Pseudomonas aeruginosa,RS_GCF_001516245.2,Bacteria,0.33,NA,RS_GCF_001457615.1
Pseudomonas aeruginosa,RS_GCF_003840585.1,Bacteria,0.33,NA,RS_GCF_001457615.1
Pseudomonas aeruginosa,RS_GCF_001457615.1,Bacteria,0.33,NA,RS_GCF_001457615.1
Pseudomonas_E avellanae,RS_GCF_002175175.1,Bacteria,1.67,30.7,RS_GCF_000444135.1
Pseudomonas_E avellanae,GB_GCA_009903015.1,Bacteria,1.67,30.7,RS_GCF_000444135.1
Pseudomonas_E avellanae,RS_GCF_002750515.1,Bacteria,1.67,30.7,RS_GCF_000444135.1
Pseudomonas_E avellanae,RS_GCF_019689115.1,Bacteria,1.67,30.7,RS_GCF_000444135.1
Pseudomonas_E avellanae,RS_GCF_001497495.1,Bacteria,1.67,30.7,RS_GCF_000444135.1
Pseudomonas_E avellanae,RS_GCF_000444135.1,Bacteria,1.67,30.7,RS_GCF_000444135.1
Pseudomonas_E fluorescens_G,GB_GCA_902825215.1,Bacteria,0.49,NA,GB_GCA_902825215.1
Pseudomonas_E fluorescens_G,RS_GCF_001878715.1,Bacteria,0.49,NA,GB_GCA_902825215.1
Pseudomonas_E fluorescens_G,RS_GCF_023098285.1,Bacteria,0.49,NA,GB_GCA_902825215.1
Pseudomonas_E fluorescens_G,RS_GCF_023195435.1,Bacteria,0.49,NA,GB_GCA_902825215.1
Pseudomonas_E syringae,RS_GCF_023507655.1,Bacteria,1.26666666666667,25,RS_GCF_000507185.2
Pseudomonas_E syringae,RS_GCF_900113625.1,Bacteria,1.26666666666667,25,RS_GCF_000507185.2
Pseudomonas_E syringae,RS_GCF_000334055.1,Bacteria,1.26666666666667,25,RS_GCF_000507185.2
Pseudomonas_E syringae,RS_GCF_028526865.1,Bacteria,1.26666666666667,25,RS_GCF_000507185.2
Pseudomonas_E syringae,RS_GCF_002916255.1,Bacteria,1.26666666666667,25,RS_GCF_000507185.2
Pseudomonas_E syringae,RS_GCF_000507185.2,Bacteria,1.26666666666667,25,RS_GCF_000507185.2
Pseudothermotoga_A caldifontis,GB_GCA_023255675.1,Bacteria,8.02,69.5,RS_GCF_000828655.1
Pseudothermotoga_A caldifontis,RS_GCF_000828655.1,Bacteria,8.02,69.5,RS_GCF_000828655.1
Pseudothermotoga_A hypogea,RS_GCF_000504105.1,Bacteria,3.45,69.9,RS_GCF_000816145.1
Pseudothermotoga_A hypogea,RS_GCF_000711815.1,Bacteria,3.45,69.9,RS_GCF_000816145.1
Pseudothermotoga_A hypogea,RS_GCF_000816145.1,Bacteria,3.45,69.9,RS_GCF_000816145.1
Pseudothermotoga_A hypogea,RS_GCF_030019015.1,Bacteria,3.45,69.9,RS_GCF_000816145.1
Pseudothermotoga_B profunda,RS_GCF_000828675.1,Bacteria,8.22,60.3,RS_GCF_000828675.1
Psychrobacter cryohalolentis,RS_GCF_002208765.2,Bacteria,2.62,22,RS_GCF_000013905.1
Psychrobacter cryohalolentis,RS_GCF_904846555.1,Bacteria,2.62,22,RS_GCF_000013905.1
Psychrobacter cryohalolentis,RS_GCF_000418305.1,Bacteria,2.62,22,RS_GCF_000013905.1
Psychrobacter cryohalolentis,RS_GCF_904845985.1,Bacteria,2.62,22,RS_GCF_000013905.1
Psychrobacter cryohalolentis,RS_GCF_013608135.1,Bacteria,2.62,22,RS_GCF_000013905.1
Psychrobacter cryohalolentis,RS_GCF_000013905.1,Bacteria,2.62,22,RS_GCF_000013905.1
Psychrobacter immobilis,GB_GCA_001411745.2,Bacteria,2.5,25,RS_GCF_003148585.1
Psychrobacter immobilis,GB_GCA_002380345.1,Bacteria,2.5,25,RS_GCF_003148585.1
Psychrobacter immobilis,RS_GCF_003148585.1,Bacteria,2.5,25,RS_GCF_003148585.1
Psychrobacter immobilis,RS_GCF_904846205.1,Bacteria,2.5,25,RS_GCF_003148585.1
Psychrobacter sp000511655,RS_GCF_947502155.1,Bacteria,5.45,18.1,RS_GCF_904846685.1
Psychrobacter sp000511655,RS_GCF_947501075.1,Bacteria,5.45,18.1,RS_GCF_904846685.1
Psychrobacter sp000511655,RS_GCF_000508345.1,Bacteria,5.45,18.1,RS_GCF_904846685.1
Psychrobacter sp000511655,RS_GCF_947493655.1,Bacteria,5.45,18.1,RS_GCF_904846685.1
Psychrobacter sp000511655,GB_GCA_950062885.1,Bacteria,5.45,18.1,RS_GCF_904846685.1
Psychrobacter sp000511655,RS_GCF_904846685.1,Bacteria,5.45,18.1,RS_GCF_904846685.1
Psychroflexus torquis,RS_GCF_000153485.2,Bacteria,23.31,11.3,RS_GCF_000153485.2
Psychromonas ingrahamii,RS_GCF_000015285.1,Bacteria,12,5,RS_GCF_000015285.1
Ralstonia solanacearum,RS_GCF_028177325.1,Bacteria,1,28,RS_GCF_002251695.1
Ralstonia solanacearum,RS_GCF_028728295.1,Bacteria,1,28,RS_GCF_002251695.1
Ralstonia solanacearum,RS_GCF_000212635.3,Bacteria,1,28,RS_GCF_002251695.1
Ralstonia solanacearum,RS_GCF_028464745.1,Bacteria,1,28,RS_GCF_002251695.1
Ralstonia solanacearum,RS_GCF_002251655.1,Bacteria,1,28,RS_GCF_002251695.1
Ralstonia solanacearum,RS_GCF_002251695.1,Bacteria,1,28,RS_GCF_002251695.1
Raphidiopsis raciborskii,RS_GCF_003367075.2,Bacteria,9.91390484710291,30,RS_GCF_003367075.2
Raphidiopsis raciborskii,RS_GCF_013867415.1,Bacteria,9.91390484710291,30,RS_GCF_003367075.2
Raphidiopsis raciborskii,RS_GCF_002893285.1,Bacteria,9.91390484710291,30,RS_GCF_003367075.2
Raphidiopsis raciborskii,RS_GCF_001432185.1,Bacteria,9.91390484710291,30,RS_GCF_003367075.2
Raphidiopsis raciborskii,RS_GCF_002893205.1,Bacteria,9.91390484710291,30,RS_GCF_003367075.2
Rhizobium laguerreae,RS_GCF_019778625.1,Bacteria,1.68333333333333,NA,RS_GCF_002008165.1
Rhizobium laguerreae,RS_GCF_019779665.1,Bacteria,1.68333333333333,NA,RS_GCF_002008165.1
Rhizobium laguerreae,RS_GCF_019779085.1,Bacteria,1.68333333333333,NA,RS_GCF_002008165.1
Rhizobium laguerreae,RS_GCF_012276365.1,Bacteria,1.68333333333333,NA,RS_GCF_002008165.1
Rhizobium laguerreae,RS_GCF_019779395.1,Bacteria,1.68333333333333,NA,RS_GCF_002008165.1
Rhizobium laguerreae,RS_GCF_002008165.1,Bacteria,1.68333333333333,NA,RS_GCF_002008165.1
Rhizobium phaseoli,RS_GCF_001664425.1,Bacteria,1.76212808830619,28,RS_GCF_003985125.1
Rhizobium phaseoli,GB_GCA_014194555.1,Bacteria,1.76212808830619,28,RS_GCF_003985125.1
Rhizobium phaseoli,GB_GCA_014194525.1,Bacteria,1.76212808830619,28,RS_GCF_003985125.1
Rhizobium phaseoli,GB_GCA_000705615.1,Bacteria,1.76212808830619,28,RS_GCF_003985125.1
Rhizobium phaseoli,RS_GCF_003351165.1,Bacteria,1.76212808830619,28,RS_GCF_003985125.1
Rhizobium phaseoli,RS_GCF_003985125.1,Bacteria,1.76212808830619,28,RS_GCF_003985125.1
Rhodococcus jostii_A,RS_GCF_000014565.1,Bacteria,5.3,30,RS_GCF_000014565.1
Rhodococcus jostii_A,RS_GCF_000263875.1,Bacteria,5.3,30,RS_GCF_000014565.1
Rhodococcus jostii_A,RS_GCF_000280725.1,Bacteria,5.3,30,RS_GCF_000014565.1
Rhodoferax antarcticus,RS_GCF_001938565.1,Bacteria,20.04,20.6,RS_GCF_001938565.1
Rhodoferax antarcticus,RS_GCF_001955735.1,Bacteria,20.04,20.6,RS_GCF_001938565.1
Rhodoferax antarcticus,RS_GCF_025961535.1,Bacteria,20.04,20.6,RS_GCF_001938565.1
Rhodoferax ferrireducens_A,GB_GCA_002083775.1,Bacteria,22.7,25,GB_GCA_002083775.1
Rhodopirellula baltica,RS_GCF_000304635.1,Bacteria,10,25,RS_GCF_000196115.1
Rhodopirellula baltica,RS_GCF_000196115.1,Bacteria,10,25,RS_GCF_000196115.1
Rhodopirellula baltica,RS_GCF_003501305.1,Bacteria,10,25,RS_GCF_000196115.1
Rhodopirellula baltica,RS_GCF_000330745.1,Bacteria,10,25,RS_GCF_000196115.1
Rhodopirellula baltica,RS_GCF_000195185.1,Bacteria,10,25,RS_GCF_000196115.1
Rhodopseudomonas palustris_J,RS_GCF_000013365.1,Bacteria,10.7,30,RS_GCF_000013365.1
Rhodospirillum rubrum,RS_GCF_019134555.1,Bacteria,3.8,30,RS_GCF_000013085.1
Rhodospirillum rubrum,RS_GCF_000013085.1,Bacteria,3.8,30,RS_GCF_000013085.1
Rhodospirillum rubrum,RS_GCF_016583945.1,Bacteria,3.8,30,RS_GCF_000013085.1
Rhodospirillum rubrum,GB_GCA_003530895.1,Bacteria,3.8,30,RS_GCF_000013085.1
Rhodospirillum rubrum,RS_GCF_000225955.1,Bacteria,3.8,30,RS_GCF_000013085.1
Rhodothermus marinus,RS_GCF_000024845.1,Bacteria,1.5,80,RS_GCF_000024845.1
Rhodothermus marinus,RS_GCF_000224745.1,Bacteria,1.5,80,RS_GCF_000024845.1
Rhodothermus marinus,RS_GCF_000565305.1,Bacteria,1.5,80,RS_GCF_000024845.1
Rhodothermus marinus,RS_GCF_017577685.1,Bacteria,1.5,80,RS_GCF_000024845.1
Rickettsia prowazekii,RS_GCF_000195735.1,Bacteria,8.8,34,RS_GCF_000367405.1
Rickettsia prowazekii,RS_GCF_001602215.1,Bacteria,8.8,34,RS_GCF_000367405.1
Rickettsia prowazekii,RS_GCF_000363905.1,Bacteria,8.8,34,RS_GCF_000367405.1
Rickettsia prowazekii,RS_GCF_000022785.1,Bacteria,8.8,34,RS_GCF_000367405.1
Rickettsia prowazekii,RS_GCF_000277205.1,Bacteria,8.8,34,RS_GCF_000367405.1
Rickettsia prowazekii,RS_GCF_000367405.1,Bacteria,8.8,34,RS_GCF_000367405.1
Rickettsia typhi,RS_GCF_000008045.1,Bacteria,17.6,34,RS_GCF_000008045.1
Rickettsia typhi,RS_GCF_000277285.1,Bacteria,17.6,34,RS_GCF_000008045.1
Rickettsia typhi,RS_GCF_000277305.1,Bacteria,17.6,34,RS_GCF_000008045.1
Rickettsia typhi,RS_GCF_900536895.1,Bacteria,17.6,34,RS_GCF_000008045.1
Rubrobacter radiotolerans,RS_GCF_000661895.1,Bacteria,4.59,44.8,RS_GCF_900175965.1
Rubrobacter radiotolerans,RS_GCF_900175965.1,Bacteria,4.59,44.8,RS_GCF_900175965.1
Rubrobacter_B xylanophilus,RS_GCF_000014185.1,Bacteria,2.46,60,RS_GCF_000014185.1
Ruegeria_B pomeroyi,RS_GCF_013373705.1,Bacteria,1.65,30,RS_GCF_000011965.2
Ruegeria_B pomeroyi,RS_GCF_000011965.2,Bacteria,1.65,30,RS_GCF_000011965.2
Ruegeria_B pomeroyi,RS_GCF_018972145.1,Bacteria,1.65,30,RS_GCF_000011965.2
Ruegeria_B pomeroyi,RS_GCF_013373735.1,Bacteria,1.65,30,RS_GCF_000011965.2
Ruegeria_B pomeroyi,GB_GCA_003516265.1,Bacteria,1.65,30,RS_GCF_000011965.2
Salinibacter ruber,RS_GCF_024806885.1,Bacteria,14,37,RS_GCF_000013045.1
Salinibacter ruber,RS_GCF_024809195.1,Bacteria,14,37,RS_GCF_000013045.1
Salinibacter ruber,RS_GCF_024808015.1,Bacteria,14,37,RS_GCF_000013045.1
Salinibacter ruber,RS_GCF_003491405.1,Bacteria,14,37,RS_GCF_000013045.1
Salinibacter ruber,RS_GCF_024808405.1,Bacteria,14,37,RS_GCF_000013045.1
Salinibacter ruber,RS_GCF_000013045.1,Bacteria,14,37,RS_GCF_000013045.1
